customer_id,customer_name,age,email,country,postal_code,feedback_rating,sales_amount,visit_date,visit_time,favorite_dish
261,Jacki Melbury,57,jmelbury78@seesaa.net,Poland,62-860,1,1262.63,11/28/2020,18,pizza
262,Peg Gowry,58,pgowry79@intel.com,Slovenia,8331,4,839.38,6/15/2020,15,burger
263,Una Matuszynski,43,umatuszynski7a@soundcloud.com,Austria,8644,4,157.11,1/21/2021,24,pasta
264,Kati Pabelik,61,kpabelik7b@indiatimes.com,Portugal,2760-012,1,2578.71,1/21/2021,10,burger
265,Anallese Elwyn,55,aelwyn7c@acquirethisname.com,Philippines,2422,4,4477.09,8/10/2020,22,burger
266,Car Gwalter,51,cgwalter7d@domainmarket.com,Greece,,2,7026.21,6/6/2021,16,burger
267,Stevie Piscopo,60,spiscopo7e@seattletimes.com,China,,3,7703.33,11/17/2021,1,pasta
268,Nariko Keeping,43,nkeeping7f@netlog.com,Canada,B0L,5,5444.91,3/1/2021,8,pasta
269,Windham Creaney,63,wcreaney7g@europa.eu,Senegal,,4,4525.89,7/22/2021,2,pizza
270,Alexina Bullene,56,abullene7h@vimeo.com,France,84204 CEDEX,3,5693.99,5/23/2021,2,pasta
271,Marty Janiak,23,mjaniak7i@bloomberg.com,Colombia,054417,5,5720.49,4/1/2020,20,pasta
272,Melosa Fuge,22,mfuge7j@topsy.com,Russia,347417,2,192.85,11/28/2021,14,pizza
273,Marty Halpin,57,mhalpin7k@reverbnation.com,Indonesia,,5,1992.72,6/16/2021,23,burger
274,Neala Lindberg,54,nlindberg7l@wikispaces.com,Poland,43-476,5,6399.28,2/20/2020,14,burger
275,Malia Harm,25,mharm7m@loc.gov,Portugal,3465-132,4,7249.84,6/26/2020,24,burger
276,Cammy Bircher,69,cbircher7n@gravatar.com,Portugal,4635-115,3,5908.33,7/9/2021,20,pizza
277,Aymer Sail,41,asail7o@goodreads.com,Dominican Republic,11105,3,1077.58,3/26/2021,6,pizza
278,Bell Finan,80,bfinan7p@yale.edu,France,76821 CEDEX,2,2436.3,10/31/2021,3,pizza
279,Shirleen Ilymanov,21,silymanov7q@wunderground.com,Thailand,56120,2,3836.7,10/17/2020,16,pizza
280,Sandra Silvermann,81,ssilvermann7r@meetup.com,Serbia,,4,5585.83,9/30/2021,24,burger
281,Aurea Siseland,72,asiseland7s@nps.gov,Czech Republic,539 55,5,6629.65,6/28/2020,9,burger
282,Bradan Drinkall,80,bdrinkall7t@princeton.edu,Poland,58-564,5,2817.99,4/20/2021,12,burger
283,Morse Batte,71,mbatte7u@theatlantic.com,China,,4,1552.64,4/29/2020,19,burger
284,Bernardine Rosenbush,69,brosenbush7v@cnbc.com,Nicaragua,,5,5993.75,4/13/2021,10,pasta
285,Micah Dalziel,79,mdalziel7w@unc.edu,Poland,43-385,5,1200.85,12/25/2021,10,pizza
286,Gianni Guthrum,55,gguthrum7x@nytimes.com,Venezuela,,1,9774.75,11/22/2020,18,pasta
287,Darius Kingaby,79,dkingaby7y@flickr.com,South Africa,0492,3,7036.52,9/1/2020,5,pasta
288,Giacinta Dutnell,35,gdutnell7z@yolasite.com,Portugal,4570-414,1,8017.91,12/25/2020,10,pasta
289,Myrwyn Larkby,31,mlarkby80@naver.com,Indonesia,,3,3777.78,6/3/2021,9,pizza
290,Dillie Langstone,30,dlangstone81@bloomberg.com,Poland,43-245,3,3675.94,7/11/2020,22,pizza
291,Claudine Krook,73,ckrook82@pbs.org,Indonesia,,4,4428.1,9/17/2020,3,pasta
292,Jemie Picott,21,jpicott83@mashable.com,France,33060 CEDEX,3,927.27,1/2/2021,19,pasta
293,Rosalinde Miall,18,rmiall84@spotify.com,Iran,,4,2100.07,10/1/2021,15,pizza
294,Aarika Andriuzzi,62,aandriuzzi85@amazon.de,Philippines,3126,1,186.21,7/17/2021,16,pizza
295,Inness Drain,67,idrain86@wikispaces.com,China,,5,6791.31,7/14/2021,1,pizza
296,Marys Davids,33,mdavids87@icq.com,Madagascar,,4,3230.05,9/10/2020,5,pizza
297,Ring Lappine,63,rlappine88@sciencedirect.com,Philippines,5614,5,8950.03,5/2/2021,23,pizza
298,Jourdain Pooley,21,jpooley89@wp.com,China,,2,580.74,6/14/2020,1,pizza
299,Oliver Fermer,67,ofermer8a@tinypic.com,Indonesia,,1,9091.34,8/5/2020,11,pizza
300,Sarena Cryer,47,scryer8b@acquirethisname.com,Indonesia,,2,6402.81,5/22/2021,18,burger
301,Abbot Roskelly,35,aroskelly8c@foxnews.com,Sweden,137 24,3,6915.33,7/13/2021,9,burger
302,Minerva Pietasch,53,mpietasch8d@springer.com,Russia,352020,1,6414.74,5/10/2021,2,pasta
303,Garnette Glenn,19,gglenn8e@nba.com,Russia,624365,5,3284.16,9/2/2020,11,pizza
304,Kelcie Haye,75,khaye8f@washington.edu,Philippines,2020,2,915.06,11/16/2020,14,pasta
305,Vitia Lieb,43,vlieb8g@geocities.jp,Panama,,4,4068.59,6/16/2020,20,burger
306,Maribel Aggiss,32,maggiss8h@mayoclinic.com,Iraq,,5,6473.73,2/14/2020,7,pasta
307,Zacharias Basset,27,zbasset8i@europa.eu,China,,3,8434.2,3/11/2020,18,pasta
308,Randolph Monks,63,rmonks8j@blinklist.com,Indonesia,,5,9499.12,8/22/2020,4,pizza
309,Ag Ridgewell,58,aridgewell8k@example.com,China,,4,7899.62,11/4/2021,16,burger
310,Odo Rolph,31,orolph8l@biblegateway.com,Vietnam,,1,4313.45,11/1/2020,24,pasta
311,Marian Gotcher,50,mgotcher8m@comsenz.com,United States,43268,3,2787.12,8/13/2020,14,pizza
312,Corny De Benedictis,19,cde8n@instagram.com,Brazil,44190-000,4,1496.89,9/17/2021,7,pizza
313,Ernie Luipold,80,eluipold8o@ucoz.ru,Sweden,141 53,5,7778.88,4/11/2020,9,burger
314,Port Woodier,75,pwoodier8p@github.io,Poland,27-630,2,7324.28,4/1/2021,19,pasta
315,Kliment Vila,69,kvila8q@ebay.co.uk,Indonesia,,5,6256.37,10/10/2021,24,pizza
316,Mitchel Filippi,41,mfilippi8r@vk.com,Iraq,,1,3989.38,10/26/2020,16,pizza
317,Filide Balderstone,58,fbalderstone8s@spotify.com,France,66921 CEDEX,2,9614.36,4/1/2020,17,pasta
318,Licha Ridel,49,lridel8t@discuz.net,China,,2,8304.76,12/24/2020,3,pasta
319,Swen Finlason,31,sfinlason8u@jalbum.net,Peru,,2,5567.51,2/8/2020,7,pizza
320,Diannne Rutigliano,34,drutigliano8v@wsj.com,Pakistan,73201,1,4363.31,7/11/2021,4,burger
321,Aileen Pagan,73,apagan8w@amazon.com,Vietnam,,4,58.96,8/10/2021,3,burger
322,Camala O'Fergus,53,cofergus8x@ca.gov,Macedonia,1219,3,1821.75,5/9/2021,15,pasta
323,Barret Bradwell,48,bbradwell8y@economist.com,China,,1,6698.96,3/8/2020,9,pasta
324,Adora Balcombe,29,abalcombe8z@harvard.edu,Indonesia,,1,6582.15,1/7/2020,17,pizza
325,Stanleigh Botton,84,sbotton90@house.gov,Philippines,1960,1,4652.01,11/5/2021,24,pasta
326,Fanchette Cowcha,70,fcowcha91@army.mil,China,,5,7215.48,2/15/2021,3,pasta
327,Malissia Biggerdike,54,mbiggerdike92@bing.com,Malaysia,80560,3,2341.96,2/25/2021,2,pizza
328,Anstice Pinor,55,apinor93@eventbrite.com,Mauritius,,2,3230.93,3/30/2021,23,burger
329,Carree Darnborough,81,cdarnborough94@networkadvertising.org,China,,3,9482.95,8/22/2021,4,pizza
330,Arv Cashen,43,acashen95@umich.edu,Hong Kong,,4,5759.68,7/31/2021,23,burger
331,Haslett Springham,55,hspringham96@google.co.uk,Brazil,25600-000,4,4243.04,6/4/2021,17,pizza
332,Christine Steward,58,csteward97@fema.gov,Argentina,5870,4,5418.16,9/19/2021,7,burger
333,Eleanor Amor,25,eamor98@buzzfeed.com,Ukraine,,3,8451.83,11/24/2020,15,pasta
334,Mirna Lunt,77,mlunt99@angelfire.com,Mexico,92015,2,3240.87,11/9/2020,13,pizza
335,Brett Agg,60,bagg9a@un.org,China,,2,3735.14,3/18/2021,15,pizza
336,Lucian Allder,45,lallder9b@vimeo.com,China,,2,5201.91,11/1/2021,4,pizza
337,Mitzi Keaves,36,mkeaves9c@loc.gov,South Korea,,2,1012.12,11/23/2020,21,burger
338,Laughton Geraudel,20,lgeraudel9d@hubpages.com,Indonesia,,4,1436.02,12/7/2021,21,pasta
339,Taber Powell,51,tpowell9e@mapquest.com,Palestinian Territory,,4,9558.13,11/25/2020,22,pasta
340,Katharina Duffin,33,kduffin9f@ox.ac.uk,Iran,,2,7242.71,1/3/2020,7,pizza
341,Emlynne Sekulla,66,esekulla9g@pagesperso-orange.fr,United Kingdom,BS41,5,1250.0,1/10/2020,6,pasta
342,Floria Hempshall,22,fhempshall9h@list-manage.com,China,,1,3760.15,2/20/2020,7,pizza
343,Ruthann Maestrini,18,rmaestrini9i@constantcontact.com,Russia,601136,1,3830.47,12/10/2021,21,pizza
344,Bari Lindores,31,blindores9j@imageshack.us,Czech Republic,348 02,4,6249.92,8/27/2021,6,burger
345,Donovan Inkin,78,dinkin9k@forbes.com,France,94865 CEDEX,2,2890.67,3/9/2020,11,burger
346,Amil Chippindall,55,achippindall9l@marriott.com,Indonesia,,4,1660.46,3/3/2021,13,pasta
347,Gilbertine Spellard,73,gspellard9m@youku.com,U.S. Virgin Islands,00822,3,2812.99,2/4/2020,9,burger
348,Norbert Jorat,53,njorat9n@amazon.co.jp,China,,3,7532.31,3/19/2021,15,pasta
349,Lotty Powdrill,82,lpowdrill9o@trellian.com,Croatia,51242,2,5482.29,12/27/2021,3,burger
350,Sandi Creeghan,40,screeghan9p@topsy.com,Venezuela,,3,1311.78,9/16/2021,21,pizza
351,Kaja Kersey,52,kkersey9q@google.co.uk,Indonesia,,1,192.58,9/22/2021,24,pizza
352,Tracy Wolver,72,twolver9r@umich.edu,China,,5,9860.14,4/30/2020,19,burger
353,Emmalynn Sabberton,56,esabberton9s@youtu.be,China,,2,5908.42,12/2/2021,9,pasta
354,Honor Goodreid,51,hgoodreid9t@unblog.fr,Norway,3255,2,4037.84,11/22/2021,0,pizza
355,Jerrilee Rozzier,32,jrozzier9u@instagram.com,Belarus,,3,9116.62,9/25/2021,20,pizza
356,Felicia Kinig,64,fkinig9v@discuz.net,Guatemala,19018,4,7669.31,2/16/2021,9,pasta
357,Mayor Sandeford,68,msandeford9w@twitpic.com,France,89204 CEDEX,3,4816.62,7/15/2021,7,pasta
358,Lorin Bathowe,78,lbathowe9x@foxnews.com,Russia,628256,3,1625.96,1/30/2021,17,pizza
359,Deena Kippin,74,dkippin9y@huffingtonpost.com,Indonesia,,3,1001.65,3/30/2021,1,pizza
360,Barbi Linggood,45,blinggood9z@vinaora.com,France,71309 CEDEX,4,9204.77,2/5/2020,24,pasta
361,Hart Klempke,33,hklempkea0@cnet.com,China,,4,4290.59,10/30/2021,5,burger
362,Ade Skettles,31,askettlesa1@miitbeian.gov.cn,China,,1,3688.51,7/25/2020,9,pizza
363,Cris Sumbler,48,csumblera2@taobao.com,Bosnia and Herzegovina,,3,8865.57,10/9/2021,18,pizza
364,Marrissa Bagster,31,mbagstera3@mashable.com,Argentina,9225,3,4478.29,9/16/2020,7,burger
365,Sanders Baptista,51,sbaptistaa4@multiply.com,Venezuela,,4,9474.39,9/3/2021,9,pizza
366,Aeriell Crumbleholme,49,acrumbleholmea5@sohu.com,China,,5,666.98,10/12/2020,18,burger
367,Torrin Bonanno,25,tbonannoa6@ox.ac.uk,China,,1,8319.17,10/26/2021,13,pizza
368,Linnell Kerner,28,lkernera7@amazon.de,Guatemala,17011,3,8901.04,8/11/2021,0,pasta
369,Gerti Seward,31,gsewarda8@tuttocitta.it,Argentina,9400,2,3850.46,10/7/2020,17,pasta
370,Danila Dulwich,62,ddulwicha9@slideshare.net,Russia,347674,1,2354.27,9/24/2021,15,pasta
371,Esther Footitt,23,efootittaa@blogs.com,Russia,368328,1,7245.04,7/10/2020,20,pizza
372,Raeann Stoney,84,rstoneyab@vkontakte.ru,Sweden,241 91,1,498.23,3/19/2020,1,burger
373,Salomo Winscum,25,swinscumac@tiny.cc,China,,5,8953.91,9/24/2020,17,burger
374,Benedetta Grishukhin,75,bgrishukhinad@nih.gov,Philippines,4516,3,6356.85,3/14/2021,16,burger
375,Astra Heinel,23,aheinelae@unc.edu,Czech Republic,463 46,3,6573.41,12/7/2020,3,pasta
376,Dela Dixson,50,ddixsonaf@hostgator.com,Sierra Leone,,3,1669.56,7/4/2021,22,burger
377,Dare Iacabucci,22,diacabucciag@ft.com,Ecuador,,5,1020.46,11/21/2021,14,burger
378,Smith Penhearow,54,spenhearowah@ucla.edu,Chile,,3,6943.59,6/9/2020,14,burger
379,Emory Marques,83,emarquesai@is.gd,Indonesia,,4,4772.6,4/20/2021,22,pizza
380,Clarie Pereira,37,cpereiraaj@google.pl,Thailand,48180,1,1319.61,4/18/2021,13,pizza
381,Ciro Scipsey,37,cscipseyak@hud.gov,Indonesia,,2,2907.53,11/11/2020,17,burger
382,Lorrayne Bruckenthal,79,lbruckenthalal@reverbnation.com,Canada,T1C,3,8898.75,9/29/2021,11,burger
383,Valentia Matelaitis,84,vmatelaitisam@mayoclinic.com,Chile,,4,8284.08,4/11/2020,14,pasta
384,Vanni Frede,18,vfredean@shareasale.com,Poland,26-803,1,323.99,2/3/2021,9,burger
385,Vilhelmina McGookin,54,vmcgookinao@hud.gov,Kuwait,,2,3846.34,11/9/2021,7,burger
386,Quinton Dowthwaite,47,qdowthwaiteap@rambler.ru,China,,5,5189.5,8/24/2021,22,pasta
387,Darrick Stovell,59,dstovellaq@latimes.com,China,,2,6732.14,6/16/2020,1,burger
388,Dieter Alphege,52,dalphegear@cdc.gov,Thailand,83120,3,2267.86,9/4/2020,3,burger
389,Karlik Danielut,35,kdanielutas@nytimes.com,Peru,,1,7638.24,10/25/2020,23,burger
390,Donavon Hanigan,50,dhaniganat@bigcartel.com,Russia,601964,1,267.95,2/17/2020,0,pasta
391,Morgen Duinbleton,22,mduinbletonau@behance.net,Guatemala,19018,1,3555.7,11/6/2021,13,pizza
392,Ashien Suggate,58,asuggateav@about.me,Russia,624127,1,4261.86,12/26/2021,0,pasta
393,Paulina Jagels,26,pjagelsaw@indiatimes.com,Poland,84-208,3,6404.4,6/4/2020,21,pasta
394,Bartram Batram,53,bbatramax@ucsd.edu,China,,3,458.75,3/14/2021,2,burger
395,Milzie Wattisham,52,mwattishamay@reference.com,China,,3,9701.52,11/11/2020,1,pizza
396,Merry Grogor,42,mgrogoraz@imageshack.us,China,,4,8896.68,10/10/2021,22,pizza
397,Shaine Oddboy,45,soddboyb0@skype.com,Mexico,40894,3,2734.27,7/3/2021,15,pasta
398,Elita Baigent,74,ebaigentb1@youku.com,Czech Republic,687 51,4,606.92,6/22/2020,10,pasta
399,Elia Draijer,83,edraijerb2@51.la,Indonesia,,2,8837.49,12/25/2020,1,pizza
400,Any Dobkin,78,adobkinb3@aboutads.info,Chile,,3,3109.11,12/16/2020,15,pasta
401,Conchita Thursfield,30,cthursfieldb4@vimeo.com,Indonesia,,3,485.66,7/27/2021,10,pasta
402,Mitchael Marron,34,mmarronb5@ft.com,China,,5,341.74,11/15/2020,2,burger
403,Currey Bernasek,36,cbernasekb6@statcounter.com,China,,4,2441.4,4/1/2020,20,burger
404,Dionne Towers,37,dtowersb7@issuu.com,China,,5,7606.73,8/30/2021,21,burger
405,Brew Nisard,74,bnisardb8@ow.ly,Thailand,46000,5,7958.63,4/27/2020,18,pizza
406,Roddie Bareford,25,rbarefordb9@uol.com.br,Belarus,,2,4165.43,11/6/2021,7,burger
407,Angelo Pohlke,72,apohlkeba@youku.com,China,,5,7785.49,10/16/2020,20,pizza
408,Silvio Frew,78,sfrewbb@hc360.com,Finland,79101,1,7371.9,12/21/2021,15,pizza
409,Theodore Kikke,64,tkikkebc@sourceforge.net,France,68134 CEDEX,2,4879.02,12/3/2021,5,pizza
410,Reyna Dartnall,31,rdartnallbd@diigo.com,Albania,,5,8919.07,1/5/2020,15,pizza
411,Ara Lanegran,20,alanegranbe@about.com,Venezuela,,2,8127.57,6/21/2021,24,burger
412,Bethany Imms,44,bimmsbf@phoca.cz,Azerbaijan,,2,9779.79,9/7/2020,19,pasta
413,Leona Blanning,32,lblanningbg@dion.ne.jp,Poland,73-150,5,1709.39,1/28/2020,14,burger
414,Florencia Kinnard,37,fkinnardbh@over-blog.com,Russia,652261,3,4152.8,1/28/2020,16,pasta
415,Stanly Curtayne,31,scurtaynebi@umn.edu,Armenia,,2,334.43,3/7/2021,7,pasta
416,Andris Fearenside,32,afearensidebj@bloomberg.com,Armenia,,2,2197.31,7/19/2020,12,burger
417,Eduard Buckeridge,60,ebuckeridgebk@goodreads.com,Japan,509-6251,1,3971.18,11/21/2020,18,pasta
418,Andris Sey,20,aseybl@icq.com,Mexico,75710,2,2381.48,4/18/2021,2,pizza
419,Douglass Keavy,18,dkeavybm@canalblog.com,Peru,,5,4981.59,6/20/2020,5,pizza
420,Sumner Tiffin,64,stiffinbn@microsoft.com,Nigeria,,5,5637.81,9/4/2021,20,pasta
421,Garland Oatley,32,goatleybo@princeton.edu,United States,19610,3,9095.97,11/21/2020,10,pizza
422,Trisha Luberto,45,tlubertobp@google.de,China,,3,4351.16,4/22/2021,9,pizza
423,Jacki Lamprecht,28,jlamprechtbq@dmoz.org,China,,3,737.97,7/15/2020,22,burger
424,Cameron MacLucais,47,cmaclucaisbr@hugedomains.com,Indonesia,,5,7217.13,1/17/2020,19,pizza
425,Bibi Cunnow,41,bcunnowbs@liveinternet.ru,Chile,,1,8603.23,7/11/2020,7,burger
426,Pinchas Badcock,58,pbadcockbt@dion.ne.jp,Russia,168170,3,4993.77,12/8/2021,1,pizza
427,Virgie Bettenay,30,vbettenaybu@t.co,New Zealand,9740,1,3944.15,7/7/2020,23,pasta
428,Michail Duxbury,65,mduxburybv@china.com.cn,China,,5,7408.89,7/28/2020,6,burger
429,Abbye Dabel,71,adabelbw@wikispaces.com,Brazil,62320-000,2,1517.2,1/10/2021,6,pasta
430,Zedekiah Tuson,77,ztusonbx@tumblr.com,Bangladesh,9413,1,3252.74,6/19/2020,18,pizza
431,Barnaby Hutcheon,62,bhutcheonby@privacy.gov.au,China,,1,1584.25,1/3/2020,0,pizza
432,Maurise Boig,65,mboigbz@last.fm,Peru,,3,4376.26,9/7/2021,24,pasta
433,Charmaine Scrymgeour,21,cscrymgeourc0@ucoz.ru,Canada,M1C,1,6403.36,6/18/2021,22,burger
434,Alidia Carling,56,acarlingc1@ow.ly,China,,4,995.56,1/12/2021,18,pizza
435,Coretta Okroy,78,cokroyc2@multiply.com,France,78364 CEDEX,4,2982.1,2/21/2020,19,pasta
436,Calida Gorwood,69,cgorwoodc3@java.com,Mexico,29913,2,8563.08,4/11/2021,11,burger
437,Karine Fickling,46,kficklingc4@icq.com,Indonesia,,2,7114.44,9/22/2020,8,burger
438,Herta Vanes,31,hvanesc5@twitter.com,Brazil,17250-000,5,3888.09,9/3/2020,21,pizza
439,Prudy Georgelin,24,pgeorgelinc6@meetup.com,Ukraine,,5,8000.02,4/24/2021,16,pizza
440,Clyve Tailby,36,ctailbyc7@cargocollective.com,Philippines,2109,3,9750.47,3/11/2021,6,pasta
441,Tonye Benford,22,tbenfordc8@nih.gov,Greece,,4,2426.4,12/4/2021,0,pizza
442,Freddi Click,25,fclickc9@meetup.com,Philippines,4612,5,3182.7,9/19/2020,7,pasta
443,Arlena Worsall,68,aworsallca@angelfire.com,China,,3,6284.68,9/30/2020,9,pizza
444,Marsiella Corcoran,66,mcorcorancb@businessinsider.com,Palestinian Territory,,1,7265.75,3/11/2020,22,pasta
445,Eileen Hacquel,23,ehacquelcc@google.co.uk,Albania,,1,3557.76,6/30/2020,3,pasta
446,Loree Lambersen,51,llambersencd@dion.ne.jp,Venezuela,,1,7223.67,3/28/2020,13,pizza
447,Ferdinanda Woolland,66,fwoollandce@cocolog-nifty.com,Russia,655761,5,7533.96,6/13/2020,20,burger
448,Tonie Tuffield,60,ttuffieldcf@behance.net,Indonesia,,5,9462.55,11/24/2021,17,pizza
449,Tadeas Binford,20,tbinfordcg@goo.gl,Latvia,,4,4652.09,10/14/2020,16,pasta
450,Nydia Borrows,28,nborrowsch@biblegateway.com,China,,5,6938.04,7/28/2020,6,burger
451,Fawnia Kuhlmey,50,fkuhlmeyci@dagondesign.com,Ukraine,,2,7380.59,3/5/2020,23,pasta
452,Ianthe Lackey,22,ilackeycj@sogou.com,Madagascar,,5,4477.73,8/14/2020,24,burger
453,Toma Vittle,39,tvittleck@vk.com,China,,2,9895.53,1/28/2021,15,pasta
454,Pat Rosencrantz,43,prosencrantzcl@nba.com,China,,5,6342.6,7/21/2020,7,pasta
455,Andrej Jelly,62,ajellycm@123-reg.co.uk,China,,2,4174.44,10/18/2020,23,burger
456,Catina Thicking,79,cthickingcn@weather.com,Vietnam,,5,3528.77,5/2/2021,5,pasta
457,Isidore Duckworth,69,iduckworthco@w3.org,China,,2,7582.68,5/21/2021,19,burger
458,Carmina Perrygo,43,cperrygocp@imgur.com,Mexico,30414,2,2988.33,5/23/2021,7,pizza
459,Currie Boyle,34,cboylecq@google.com,Brazil,69685-000,2,4272.15,6/4/2021,11,pizza
460,Devan Etheredge,54,detheredgecr@exblog.jp,Poland,32-436,2,7509.59,11/16/2020,24,pasta
461,Ade Storror,47,astorrorcs@jalbum.net,China,,1,4139.8,6/25/2021,5,burger
462,Elihu Opdenorth,42,eopdenorthct@howstuffworks.com,Brazil,33600-000,1,241.8,12/10/2020,15,pasta
463,Gib Linney,51,glinneycu@fema.gov,Estonia,,2,7207.15,8/1/2021,1,pizza
464,Almeda Coo,43,acoocv@ihg.com,Nauru,,2,9851.26,3/26/2020,17,pizza
465,Dario Joannic,60,djoanniccw@dot.gov,South Korea,,4,5695.44,5/15/2020,7,pasta
466,Graeme Sharpley,24,gsharpleycx@nps.gov,Poland,05-827,5,2807.26,8/14/2021,9,pizza
467,Kirsten Saundercock,20,ksaundercockcy@t-online.de,Argentina,3100,4,7974.42,8/25/2021,4,pasta
468,Galvan Pedracci,66,gpedraccicz@bluehost.com,Russia,397855,2,9594.31,10/17/2020,2,pasta
469,Tricia Kenrack,19,tkenrackd0@google.cn,Ecuador,,3,9493.26,7/28/2020,20,burger
470,Callida Sealand,48,csealandd1@live.com,Syria,,5,7463.36,2/28/2021,5,pasta
471,Gustav Mac Giany,23,gmacd2@umich.edu,Portugal,4950-270,2,3449.86,11/26/2021,16,pasta
472,Davy Balmforth,22,dbalmforthd3@aol.com,Honduras,,2,3854.69,5/25/2020,8,burger
473,Reeva Beazleigh,28,rbeazleighd4@csmonitor.com,Armenia,,3,6513.24,8/14/2021,0,pizza
474,Renate Coon,77,rcoond5@amazonaws.com,Poland,32-112,4,6264.58,2/23/2020,0,pasta
475,Scotty Dumbarton,45,sdumbartond6@t-online.de,"Bonaire, Saint Eustatius and Saba ",,2,7216.54,4/12/2020,13,pizza
476,Darbee Sarle,49,dsarled7@wix.com,Poland,18-411,2,4163.73,5/22/2020,10,burger
477,Ryley Smalls,39,rsmallsd8@exblog.jp,Poland,83-425,2,238.75,11/28/2021,15,burger
478,Magdaia Dummer,41,mdummerd9@friendfeed.com,Portugal,3025-403,5,1265.79,3/9/2020,11,pizza
479,Mella Dimitriou,56,mdimitriouda@columbia.edu,Ukraine,,2,8578.11,8/16/2020,22,pizza
480,Juanita Breslane,30,jbreslanedb@ycombinator.com,Israel,,4,1525.47,9/7/2021,1,pizza
481,Sheeree Clinkard,19,sclinkarddc@miitbeian.gov.cn,Peru,,4,3649.19,6/5/2021,16,pizza
482,Wanids Binny,56,wbinnydd@nifty.com,Indonesia,,1,9150.5,10/6/2020,3,burger
483,Rog Eringey,75,reringeyde@dyndns.org,Ukraine,,1,6909.51,12/23/2020,21,pasta
484,Hyacinth Hanaford,47,hhanaforddf@umich.edu,Syria,,3,1038.36,3/2/2021,21,burger
485,Fonsie Verdie,60,fverdiedg@baidu.com,Vietnam,,2,2488.42,12/29/2020,8,burger
486,Tiena Bleythin,45,tbleythindh@tmall.com,India,532663,1,2216.34,12/7/2020,8,burger
487,Jackquelin Feighney,26,jfeighneydi@fastcompany.com,China,,5,2431.01,11/11/2020,23,pizza
488,Fowler O'Cooney,67,focooneydj@omniture.com,Portugal,3870-123,3,3235.56,5/6/2021,16,pizza
489,Tiphanie Becaris,21,tbecarisdk@netlog.com,Indonesia,,3,3761.53,12/27/2021,17,pizza
490,Aldridge Bowmer,70,abowmerdl@irs.gov,Serbia,,4,2504.13,5/8/2021,21,pasta
491,Osmund Bilbrook,35,obilbrookdm@gravatar.com,Nigeria,,4,400.3,7/30/2020,17,burger
492,Giles Yosselevitch,57,gyosselevitchdn@desdev.cn,Yemen,,3,3407.11,11/30/2021,9,pasta
493,Jacob Tincombe,82,jtincombedo@bravesites.com,Indonesia,,4,3107.15,4/2/2020,24,pasta
494,Brianna Normanville,71,bnormanvilledp@opera.com,China,,4,1100.53,5/6/2020,4,pasta
495,Darell Merill,84,dmerilldq@paypal.com,Philippines,4210,1,4683.38,8/26/2021,12,pizza
496,Dionne Bilt,55,dbiltdr@ehow.com,Colombia,054457,5,3836.97,10/10/2021,12,pizza
497,Kirstyn Gawke,63,kgawkeds@uol.com.br,Indonesia,,1,8437.01,7/11/2020,6,pizza
498,Candace Davinet,45,cdavinetdt@cmu.edu,Vietnam,,3,3918.31,4/2/2020,13,pasta
499,Crysta Brien,43,cbriendu@comsenz.com,Philippines,5211,3,7339.94,1/28/2020,2,pizza
500,Reginald Seldner,36,rseldnerdv@nydailynews.com,Indonesia,,4,5051.63,9/7/2020,5,burger
501,Raimundo Ruit,62,rruitdw@cdbaby.com,Indonesia,,1,5965.48,3/16/2021,23,pasta
502,Linzy Baison,35,lbaisondx@microsoft.com,Panama,,5,7269.43,4/21/2021,22,burger
503,Jerome Torpie,39,jtorpiedy@goodreads.com,Russia,422920,2,4038.38,8/13/2020,1,pasta
504,Ozzie Endrighi,30,oendrighidz@census.gov,Lebanon,,3,8622.59,4/2/2021,19,pizza
505,Fanchette Haruard,84,fharuarde0@slideshare.net,China,,3,4087.39,2/4/2021,0,burger
506,Brittaney Labin,18,blabine1@thetimes.co.uk,China,,4,2364.7,1/2/2021,13,pizza
507,Nicolais Doram,25,ndorame2@bloglovin.com,Indonesia,,3,6648.33,7/28/2021,14,pizza
508,Stern Lippingwell,56,slippingwelle3@list-manage.com,Palestinian Territory,,4,6253.78,5/28/2020,4,pasta
509,Billie Heavy,40,bheavye4@bloglines.com,China,,2,6696.49,4/7/2021,3,burger
510,Luise Eddowis,41,leddowise5@stanford.edu,Indonesia,,5,403.74,7/4/2020,10,burger
511,Aretha Dongles,82,adonglese6@ftc.gov,Brazil,95940-000,4,6038.04,2/6/2020,0,pasta
512,Sadie Wilflinger,21,swilflingere7@myspace.com,United States,19805,4,5722.02,7/30/2021,1,burger
513,Burg Dalyell,37,bdalyelle8@amazon.co.uk,Ethiopia,,2,8888.4,7/2/2021,20,burger
514,Adler Dran,80,adrane9@fotki.com,China,,3,2989.13,9/24/2020,7,pizza
515,Lenna Pearle,84,lpearleea@istockphoto.com,Venezuela,,5,64.9,11/8/2021,24,pasta
516,Aleece Sisneros,51,asisneroseb@aol.com,China,,5,3988.52,11/2/2021,16,burger
517,Clari Albert,21,calbertec@myspace.com,Greece,,3,6914.82,7/6/2021,5,burger
518,Billie Daout,74,bdaouted@xrea.com,Latvia,,2,6680.89,11/10/2020,1,burger
519,Collen Couper,50,ccouperee@friendfeed.com,Peru,,2,7577.53,7/17/2020,13,pasta
520,Olvan Balassa,42,obalassaef@scientificamerican.com,France,13425 CEDEX 12,4,769.05,9/24/2020,4,pizza
